Youtuber,subscribers,video views,uploads,category,Country,Abbreviation,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,Gross tertiary education enrollment (%),Unemployment rate,Population,Urban_population,created_year,average_yearly_earnings,average_monthly_earnings
ABC News,14700000,12961669452.0,80830,News & Politics,United States,US,46400.0,742800.0,557100.0,8900000.0,88.2,14.7,328239523.0,270663028.0,2006.0,4728550.0,394600.0
Camila Loures,14700000,4684983333.0,3978,Music,Brazil,BR,10200.0,163900.0,122900.0,2000000.0,51.3,12.08,212559417.0,183241641.0,2014.0,1061450.0,87050.0
Doc Tops,14600000,2613197447.0,490,Entertainment,Ecuador,EC,4100.0,65600.0,49200.0,787600.0,44.9,3.97,17373662.0,11116711.0,2014.0,418400.0,34850.0
Auron,14600000,3337074920.0,961,People & Blogs,Spain,ES,15100.0,242300.0,181700.0,2900000.0,88.9,13.96,47076781.0,37927409.0,2013.0,1540850.0,128700.0
Jesser,14600000,3603556207.0,1244,Gaming,United States,US,23100.0,370400.0,277800.0,4400000.0,88.2,14.7,328239523.0,270663028.0,2012.0,2338900.0,196750.0
Planeta das Gï¿½ï¿½,14600000,4622581344.0,951,People & Blogs,Brazil,BR,2600.0,42200.0,31600.0,506300.0,51.3,12.08,212559417.0,183241641.0,2015.0,268950.0,22400.0
PrestonPlayz,14600000,5766647017.0,4009,Gaming,United States,US,37900.0,606800.0,455100.0,7300000.0,88.2,14.7,328239523.0,270663028.0,2012.0,3877550.0,322350.0
Martin Garrix,14600000,6017932195.0,365,Music,United States,US,8900.0,142100.0,106600.0,1700000.0,88.2,14.7,328239523.0,270663028.0,2011.0,903300.0,75500.0
O Reino Infantil,14600000,11182302317.0,1206,Music,Brazil,BR,27500.0,439500.0,329600.0,5300000.0,51.3,12.08,212559417.0,183241641.0,2014.0,2814800.0,233500.0
Fifth Harmony,14600000,7952268926.0,67,Music,United States,US,9400.0,150500.0,112900.0,1800000.0,88.2,14.7,328239523.0,270663028.0,2013.0,956450.0,79950.0
Mis Pastelitos,14600000,2750902766.0,603,Howto & Style,Mexico,MX,12700.0,202700.0,152000.0,2400000.0,40.2,3.42,126014024.0,102626859.0,2014.0,1276000.0,107700.0
Noman Official,14600000,5525773746.0,560,Comedy,India,IN,34800.0,556500.0,417300.0,6700000.0,28.1,5.36,1366417754.0,471031528.0,2019.0,3558650.0,295650.0
Like Nastya Stories,14500000,6944967581.0,479,Entertainment,United States,US,7500.0,119800.0,89800.0,1400000.0,88.2,14.7,328239523.0,270663028.0,2019.0,744900.0,63650.0
les boys tv2,14500000,4577292740.0,453,Entertainment,United States,US,112.0,1800.0,1300.0,21600.0,88.2,14.7,328239523.0,270663028.0,2017.0,11450.0,956.0
IDEIAS INCRï¿½ï¿½,14500000,3551889957.0,5430,Howto & Style,Brazil,BR,709.0,11400.0,8500.0,136200.0,51.3,12.08,212559417.0,183241641.0,2017.0,72350.0,6054.5
Reaction Time,14500000,4260187928.0,1717,Entertainment,United States,US,2500.0,39600.0,29700.0,475700.0,88.2,14.7,328239523.0,270663028.0,2015.0,252700.0,21050.0
BBC News,14500000,4598387043.0,18972,News & Politics,United Kingdom,GB,16600.0,265100.0,198800.0,3200000.0,60.0,3.85,66834405.0,55908316.0,2006.0,1699400.0,140850.0
Boram Tube ToysReview [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,14500000,5014888374.0,618,People & Blogs,South Korea,KR,1200.0,19800.0,14900.0,238100.0,94.3,4.15,51709098.0,42106719.0,2016.0,126500.0,10500.0
Aadishakti Films,14500000,6290721701.0,4790,Music,India,IN,12100.0,193800.0,145300.0,2300000.0,28.1,5.36,1366417754.0,471031528.0,2016.0,1222650.0,102950.0
Telemundo,14500000,8582696157.0,19201,Entertainment,United States,US,12100.0,193100.0,144900.0,2300000.0,88.2,14.7,328239523.0,270663028.0,2007.0,1222450.0,102600.0
GMM25Thailand,14500000,9383692066.0,68606,Entertainment,Thailand,TH,11400.0,182500.0,136900.0,2200000.0,49.3,0.75,69625582.0,35294600.0,2011.0,1168450.0,96950.0
TV9 Bharatvarsh,14500000,10303519926.0,293516,People & Blogs,India,IN,104600.0,1700000.0,1300000.0,20100000.0,28.1,5.36,1366417754.0,471031528.0,2018.0,10700000.0,902300.0
Maroon5VEVO,14500000,20042571499.0,147,Music,United States,US,24500.0,392700.0,294600.0,4700000.0,88.2,14.7,328239523.0,270663028.0,2009.0,2497300.0,208600.0
Saad Lamjarred | ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,14500000,4315486422.0,176,Music,Morocco,MA,9400.0,150300.0,112700.0,1800000.0,35.9,9.02,36910560.0,22975026.0,2012.0,956350.0,79850.0
Lilly Singh,14500000,3517662420.0,1064,Comedy,Canada,CA,1300.0,21300.0,16000.0,255800.0,68.9,5.56,36991981.0,30628482.0,2010.0,135900.0,11300.0
ýýýýýýýýýýýýýýýýýýýýý,14400000,600154268.0,364,Entertainment,South Korea,KR,342.0,5500.0,4100.0,65700.0,94.3,4.15,51709098.0,42106719.0,2017.0,34900.0,2921.0
Gyan Gamingï¿½,14400000,2224121890.0,3086,Gaming,India,IN,3500.0,55600.0,41700.0,666800.0,28.1,5.36,1366417754.0,471031528.0,2017.0,354250.0,29550.0
Drawblogs,14400000,1629801448.0,399,Entertainment,Peru,PE,251.0,4000.0,3000.0,48100.0,70.7,3.31,32510453.0,25390339.0,2014.0,25550.0,2125.5
ýýýýýýýýýýýý ýýýýýýýýýýýý I ýýýýýý ýý ýýýýýýýýýý,14400000,2972474215.0,381,Entertainment,Saudi Arabia,SA,1200.0,18700.0,14000.0,224300.0,68.0,5.93,34268528.0,28807838.0,2017.0,119150.0,9950.0
Cyprien,14400000,3086254545.0,222,Comedy,France,FR,2900.0,45700.0,34300.0,548000.0,65.6,8.43,67059887.0,54123364.0,2007.0,291150.0,24300.0
Rclbeauty101,14400000,3900312631.0,463,Comedy,United States,US,2200.0,34500.0,25900.0,414500.0,88.2,14.7,328239523.0,270663028.0,2010.0,220200.0,18350.0
Coke Studio,14400000,4035738731.0,450,Music,United States,US,889.0,14200.0,10700.0,170700.0,88.2,14.7,328239523.0,270663028.0,2008.0,90700.0,7544.5
Indore Physical Academy,14400000,4156427797.0,1838,People & Blogs,India,IN,17600.0,281600.0,211200.0,3400000.0,28.1,5.36,1366417754.0,471031528.0,2014.0,1805600.0,149600.0
Rosanna Pansino,14400000,4597228794.0,1248,Howto & Style,United States,US,6700.0,106700.0,80000.0,1300000.0,88.2,14.7,328239523.0,270663028.0,2010.0,690000.0,56700.0
RS 1313 SHORTS,14400000,8011977288.0,5628,Entertainment,India,IN,53200.0,850600.0,637900.0,10200000.0,28.1,5.36,1366417754.0,471031528.0,2020.0,5418950.0,451900.0
SelenaGomezVEVO,14400000,11423792969.0,186,Music,United States,US,22200.0,354600.0,266000.0,4300000.0,88.2,14.7,328239523.0,270663028.0,2009.0,2283000.0,188400.0
ZEE5,14400000,18515587421.0,101401,Entertainment,India,IN,37400.0,599200.0,449400.0,7200000.0,28.1,5.36,1366417754.0,471031528.0,2018.0,3824700.0,318300.0
Super Polina,14300000,4776507159.0,576,People & Blogs,United States,US,103.0,1700.0,1200.0,19900.0,88.2,14.7,328239523.0,270663028.0,2014.0,10550.0,901.5
Rebecca Zamolo,14300000,6388439235.0,1,Comedy,United States,US,0.0,0.0,0.0,0.0,88.2,14.7,328239523.0,270663028.0,2011.0,0.0,0.0
Wish 107.5,14200000,6048517979.0,1823,Music,Philippines,PH,15700.0,250600.0,188000.0,3000000.0,35.5,2.15,108116615.0,50975903.0,2014.0,1594000.0,133150.0
Invento na Hora,14200000,4040297006.0,1281,Film & Animation,Brazil,BR,4800.0,76100.0,57100.0,913400.0,51.3,12.08,212559417.0,183241641.0,2014.0,485250.0,40450.0
SIS vs BRO,14200000,6973932553.0,60,Entertainment,Ukraine,UA,0.03,0.42,0.32,5.0,82.7,8.88,44385155.0,30835699.0,2016.0,2.66,0.22499999999999998
NikkieTutorials,14200000,1778318927.0,876,Howto & Style,Netherlands,NL,9000.0,143700.0,107800.0,1700000.0,85.0,3.2,17332850.0,15924729.0,2008.0,903900.0,76350.0
TommyInnit,14200000,2084791147.0,342,Gaming,United Kingdom,GB,13600.0,217200.0,162900.0,2600000.0,60.0,3.85,66834405.0,55908316.0,2015.0,1381450.0,115400.0
E-MasterSensei,14200000,3920559552.0,1300,Gaming,Mexico,MX,11100.0,178300.0,133700.0,2100000.0,40.2,3.42,126014024.0,102626859.0,2016.0,1116850.0,94700.0
infobells - Kannada,14200000,6554000320.0,433,Education,India,IN,35400.0,566800.0,425100.0,6800000.0,28.1,5.36,1366417754.0,471031528.0,2014.0,3612550.0,301100.0
SEVENGERS,14200000,10238593147.0,872,Comedy,India,IN,92000.0,1500000.0,1100000.0,17700000.0,28.1,5.36,1366417754.0,471031528.0,2018.0,9400000.0,796000.0
Zee Bangla,14200000,11428794827.0,132398,Entertainment,India,IN,15000.0,239700.0,179800.0,2900000.0,28.1,5.36,1366417754.0,471031528.0,2008.0,1539900.0,127350.0
DangMattSmith,14200000,3317805543.0,1724,Entertainment,United States,US,3200.0,51600.0,38700.0,619300.0,88.2,14.7,328239523.0,270663028.0,2011.0,329000.0,27400.0
Neha Kakkar,14100000,2131548711.0,149,Music,India,IN,6400.0,102400.0,76800.0,1200000.0,28.1,5.36,1366417754.0,471031528.0,2012.0,638400.0,54400.0
Trap City,14100000,5129529846.0,3,Music,Australia,AU,0.04,0.59,0.44,7.0,113.1,5.27,25766605.0,21844756.0,2015.0,3.72,0.315
Supercar Blondie,14100000,5405563355.0,855,Autos & Vehicles,United Arab Emirates,AE,88300.0,1400000.0,1100000.0,17000000.0,36.8,2.35,9770529.0,8479744.0,2007.0,9050000.0,744150.0
Yudist Ardhana,14100000,6036496916.0,2854,Entertainment,Indonesia,ID,44000.0,704200.0,528200.0,8500000.0,36.3,4.69,270203917.0,151509724.0,2016.0,4514100.0,374100.0
Lana Del Rey,14100000,6884215292.0,43,Music,United States,US,33900.0,542300.0,406700.0,6500000.0,88.2,14.7,328239523.0,270663028.0,2011.0,3453350.0,288100.0
MalumaVEVO,14100000,19013942981.0,182,Music,United States,US,24700.0,395300.0,296500.0,4700000.0,88.2,14.7,328239523.0,270663028.0,2011.0,2498250.0,210000.0
F2Freestylers - Ultimate Soccer Skills Channel,14100000,3280481927.0,777,Sports,United Kingdom,GB,2600.0,40900.0,30700.0,490600.0,60.0,3.85,66834405.0,55908316.0,2011.0,260650.0,21750.0
Bie The Ska,14100000,4627069704.0,1540,Entertainment,Thailand,TH,3100.0,50000.0,37500.0,600100.0,49.3,0.75,69625582.0,35294600.0,2006.0,318800.0,26550.0
AM3NlC,14000000,4959982720.0,5757,Gaming,Brazil,BR,2600.0,40800.0,30600.0,490100.0,51.3,12.08,212559417.0,183241641.0,2012.0,260350.0,21700.0
Narins Beauty,14000000,2214167846.0,431,Howto & Style,Sweden,SE,3400.0,54800.0,41100.0,658000.0,67.0,6.48,10285453.0,9021165.0,2014.0,349550.0,29100.0
TV Ana Emilia,14000000,4674164601.0,651,People & Blogs,Mexico,MX,6700.0,107100.0,80300.0,1300000.0,40.2,3.42,126014024.0,102626859.0,2014.0,690150.0,56900.0
ýýýýýýýýýýýý,14000000,7719743112.0,2210,Gaming,Russia,RU,37600.0,602300.0,451700.0,7200000.0,81.9,4.59,144373535.0,107683889.0,2013.0,3825850.0,319950.0
Luli Pampï¿½,14000000,8623705301.0,294,Music,Spain,ES,50400.0,806600.0,605000.0,9700000.0,88.9,13.96,47076781.0,37927409.0,2012.0,5152500.0,428500.0
Gallina Pintadita,14000000,9660950823.0,62,Music,Mexico,MX,17700.0,282500.0,211900.0,3400000.0,40.2,3.42,126014024.0,102626859.0,2011.0,1805950.0,150100.0
ViralHog,14000000,18917687143.0,41117,People & Blogs,United States,US,340900.0,5500000.0,4100000.0,65500000.0,88.2,14.7,328239523.0,270663028.0,2014.0,34800000.0,2920450.0
ETV Jabardasth,14000000,13542939513.0,9652,People & Blogs,India,IN,33400.0,534300.0,400800.0,6400000.0,28.1,5.36,1366417754.0,471031528.0,2015.0,3400400.0,283850.0
Zee Telugu,14000000,12597067132.0,3,Entertainment,India,IN,0.0,0.03,0.02,0.34,28.1,5.36,1366417754.0,471031528.0,2007.0,0.18000000000000002,0.015
Crescendo com Luluca,14000000,5094050461.0,1307,Entertainment,Brazil,BR,17000.0,272200.0,204200.0,3300000.0,51.3,12.08,212559417.0,183241641.0,2015.0,1752100.0,144600.0
Jazzghost,13900000,5673347763.0,5494,Gaming,Brazil,BR,26700.0,426900.0,320200.0,5100000.0,51.3,12.08,212559417.0,183241641.0,2012.0,2710100.0,226800.0
karameeshchannel,13900000,9106781518.0,2254,Entertainment,Jordan,JO,21900.0,350600.0,262900.0,4200000.0,34.4,14.72,10101694.0,9213048.0,2012.0,2231450.0,186250.0
Darkar Company Studios,13900000,2244318380.0,183,Film & Animation,United States,US,1100.0,18400.0,13800.0,220700.0,88.2,14.7,328239523.0,270663028.0,2009.0,117250.0,9750.0
T-Series Regional,13900000,5217553897.0,15075,Entertainment,India,IN,8400.0,133900.0,100500.0,1600000.0,28.1,5.36,1366417754.0,471031528.0,2011.0,850250.0,71150.0
ADEL et SAMI,13900000,5465532801.0,503,Entertainment,United States,US,6700.0,107500.0,80600.0,1300000.0,88.2,14.7,328239523.0,270663028.0,2018.0,690300.0,57100.0
Jamuna TV,13900000,12129583055.0,6,News & Politics,Bangladesh,BD,0.0,0.0,0.0,0.05,20.6,4.19,167310838.0,60987417.0,2021.0,0.025,0.0
Atlantic Records,13900000,12513842343.0,1660,Music,United States,US,24300.0,389100.0,291900.0,4700000.0,88.2,14.7,328239523.0,270663028.0,2006.0,2495950.0,206700.0
Veritasium,13900000,2165885634.0,369,Education,United States,US,11000.0,176600.0,132400.0,2100000.0,88.2,14.7,328239523.0,270663028.0,2010.0,1116200.0,93800.0
Airrack,13800000,2224911030.0,173,Entertainment,United States,US,24900.0,398600.0,299000.0,4800000.0,88.2,14.7,328239523.0,270663028.0,2015.0,2549500.0,211750.0
Hacksmith Industries,13800000,1820559912.0,887,Science & Technology,Canada,CA,21000.0,335800.0,251800.0,4000000.0,68.9,5.56,36991981.0,30628482.0,2006.0,2125900.0,178400.0
ýýýýýýýý/Atro,13800000,2480957682.0,1952,Gaming,Netherlands,NL,13800.0,220500.0,165400.0,2600000.0,85.0,3.2,17332850.0,15924729.0,2017.0,1382700.0,117150.0
123 GO! Spanish,13800000,5019136690.0,520,People & Blogs,Mexico,MX,6600.0,106100.0,79600.0,1300000.0,40.2,3.42,126014024.0,102626859.0,2019.0,689800.0,56350.0
Geo News,13800000,5727888539.0,190093,News & Politics,Pakistan,PK,25000.0,400200.0,300200.0,4800000.0,9.0,4.45,216565318.0,79927762.0,2007.0,2550100.0,212600.0
Kids TV India Hindi Nursery Rhymes,13800000,6646953396.0,1505,Shows,India,IN,19700.0,314600.0,236000.0,3800000.0,28.1,5.36,1366417754.0,471031528.0,2014.0,2018000.0,167150.0
Think Music India,13800000,11039343563.0,4978,Music,India,IN,54300.0,868400.0,651300.0,10400000.0,28.1,5.36,1366417754.0,471031528.0,2009.0,5525650.0,461350.0
O Que Nï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13700000,1967930734.0,696,Comedy,Brazil,BR,22000.0,351200.0,263400.0,4200000.0,51.3,12.08,212559417.0,183241641.0,2015.0,2231700.0,186600.0
Goldmines Premiere,13700000,1973638757.0,975,Entertainment,India,IN,9400.0,150600.0,112900.0,1800000.0,28.1,5.36,1366417754.0,471031528.0,2013.0,956450.0,80000.0
MAIKI021,13700000,1950178163.0,3298,Entertainment,Brazil,BR,1900.0,29800.0,22300.0,357000.0,51.3,12.08,212559417.0,183241641.0,2008.0,189650.0,15850.0
The Vishal bhatt,13700000,9596430464.0,1040,Comedy,India,IN,94800.0,1500000.0,1100000.0,18200000.0,28.1,5.36,1366417754.0,471031528.0,2021.0,9650000.0,797400.0
NishaMadhulika,13700000,2939201386.0,2158,Howto & Style,India,IN,5600.0,88900.0,66700.0,1100000.0,28.1,5.36,1366417754.0,471031528.0,2009.0,583350.0,47250.0
MyMissAnand,13700000,4963275018.0,340,People & Blogs,India,IN,7000.0,111500.0,83600.0,1300000.0,28.1,5.36,1366417754.0,471031528.0,2014.0,691800.0,59250.0
FAPTV,13700000,5457203710.0,863,Comedy,Vietnam,VN,8800.0,140500.0,105400.0,1700000.0,28.5,2.01,96462106.0,35332140.0,2014.0,902700.0,74650.0
Wesley Safadï¿½,13700000,8134379376.0,438,Music,Brazil,BR,16000.0,256200.0,192200.0,3100000.0,51.3,12.08,212559417.0,183241641.0,2009.0,1646100.0,136100.0
infobells,13700000,5178142148.0,495,Education,India,IN,6000.0,95600.0,71700.0,1100000.0,28.1,5.36,1366417754.0,471031528.0,2011.0,585850.0,50800.0
Acenix,13600000,2122062016.0,368,Gaming,Spain,ES,11900.0,189700.0,142300.0,2300000.0,88.9,13.96,47076781.0,37927409.0,2014.0,1221150.0,100800.0
Zeinab Harake,13600000,896891351.0,273,People & Blogs,Philippines,PH,3000.0,48400.0,36300.0,580200.0,35.5,2.15,108116615.0,50975903.0,2017.0,308250.0,25700.0
DALLMYD,13600000,1948925559.0,412,Sports,United States,US,7700.0,122700.0,92000.0,1500000.0,88.2,14.7,328239523.0,270663028.0,2011.0,796000.0,65200.0
Lindsey Stirling,13600000,3764608356.0,199,Music,United States,US,3800.0,61100.0,45800.0,733300.0,88.2,14.7,328239523.0,270663028.0,2007.0,389550.0,32450.0
JOJO TV - Hindi Stories,13600000,5141201173.0,1097,Education,India,IN,2700.0,43100.0,32300.0,516700.0,28.1,5.36,1366417754.0,471031528.0,2016.0,274500.0,22900.0
BBC,13600000,9685060624.0,16047,Pets & Animals,United Kingdom,GB,11100.0,177700.0,133200.0,2100000.0,60.0,3.85,66834405.0,55908316.0,2005.0,1116600.0,94400.0
Saturday Night Live,13600000,14717282742.0,8335,Entertainment,United States,US,14200.0,226500.0,169900.0,2700000.0,88.2,14.7,328239523.0,270663028.0,2013.0,1434950.0,120350.0
BUDI01 GAMING,13500000,1181292450.0,319,Gaming,Indonesia,ID,3400.0,53700.0,40300.0,644900.0,36.3,4.69,270203917.0,151509724.0,2019.0,342600.0,28550.0
Typical Gamer,13500000,4301581610.0,4312,Gaming,Canada,CA,8100.0,130200.0,97700.0,1600000.0,68.9,5.56,36991981.0,30628482.0,2008.0,848850.0,69150.0
Anaysa,13500000,3445794123.0,591,Howto & Style,India,IN,7400.0,118800.0,89100.0,1400000.0,28.1,5.36,1366417754.0,471031528.0,2012.0,744550.0,63100.0
JULIA GISELLA,13500000,5380132790.0,19,Entertainment,United Kingdom,GB,0.4,6.0,5.0,78.0,60.0,3.85,66834405.0,55908316.0,2015.0,41.5,3.2
Awakening Music,13500000,5545936485.0,814,Music,United Kingdom,GB,8800.0,141200.0,105900.0,1700000.0,60.0,3.85,66834405.0,55908316.0,2006.0,902950.0,75000.0
Lady Diana,13500000,8265920659.0,1403,Entertainment,Ukraine,UA,18800.0,300600.0,225500.0,3600000.0,82.7,8.88,44385155.0,30835699.0,2016.0,1912750.0,159700.0
Sanjoy Das Official,13500000,3912334359.0,1793,Entertainment,India,IN,44800.0,716900.0,537700.0,8600000.0,28.1,5.36,1366417754.0,471031528.0,2015.0,4568850.0,380850.0
Woody & Kleiny,13500000,11717217293.0,975,Comedy,United Kingdom,GB,123900.0,2000000.0,1500000.0,23800000.0,60.0,3.85,66834405.0,55908316.0,2013.0,12650000.0,1061950.0
Vijay Kumar Viner Vlogs,13500000,7958771872.0,1357,Entertainment,India,IN,27500.0,439300.0,329400.0,5300000.0,28.1,5.36,1366417754.0,471031528.0,2019.0,2814700.0,233400.0
Conor Maynard,13500000,2750993392.0,321,Music,United States,US,2700.0,43100.0,32400.0,517800.0,88.2,14.7,328239523.0,270663028.0,2006.0,275100.0,22900.0
Wengie,13500000,1900272833.0,462,Howto & Style,United States,US,334.0,5300.0,4000.0,64100.0,88.2,14.7,328239523.0,270663028.0,2010.0,34050.0,2817.0
Vlad y Niki Show,13400000,4622628957.0,477,Education,United States,US,23100.0,368900.0,276700.0,4400000.0,88.2,14.7,328239523.0,270663028.0,2018.0,2338350.0,196000.0
Codiscos,13400000,11789678655.0,7356,Music,Colombia,CO,57200.0,915600.0,686700.0,11000000.0,55.3,9.71,50339443.0,40827302.0,2007.0,5843350.0,486400.0
The World Adventures ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13400000,2139769210.0,1028,People & Blogs,India,IN,261.0,4200.0,3100.0,50100.0,28.1,5.36,1366417754.0,471031528.0,2016.0,26600.0,2230.5
Vibhu 96,13400000,20563378.0,256,Education,India,IN,5100.0,81100.0,60800.0,972700.0,28.1,5.36,1366417754.0,471031528.0,2022.0,516750.0,43100.0
Blockbuster Movies,13400000,2650061211.0,0,Entertainment,India,IN,0.0,0.0,0.0,0.0,28.1,5.36,1366417754.0,471031528.0,2017.0,0.0,0.0
ATHLEAN-Xï¿½,13400000,2319515787.0,1349,Howto & Style,United States,US,3600.0,58000.0,43500.0,695900.0,88.2,14.7,328239523.0,270663028.0,2006.0,369700.0,30800.0
My Mate Nate,13400000,3363634923.0,1195,Comedy,Thailand,TH,10400.0,166700.0,125000.0,2000000.0,49.3,0.75,69625582.0,35294600.0,2014.0,1062500.0,88550.0
H2ODelirious,13400000,4356686216.0,3727,Gaming,United States,US,4200.0,67100.0,50400.0,805700.0,88.2,14.7,328239523.0,270663028.0,2007.0,428050.0,35650.0
GMA Integrated News,13400000,9569814790.0,296272,News & Politics,Philippines,PH,28900.0,461800.0,346400.0,5500000.0,35.5,2.15,108116615.0,50975903.0,2007.0,2923200.0,245350.0
Peet Montzingo,13400000,10022557589.0,319,People & Blogs,United States,US,99400.0,1600000.0,1200000.0,19100000.0,88.2,14.7,328239523.0,270663028.0,2014.0,10150000.0,849700.0
The Q,13400000,4306212515.0,96,People & Blogs,United States,US,0.0,0.01,0.01,0.14,88.2,14.7,328239523.0,270663028.0,2006.0,0.07500000000000001,0.005
Trakin Tech,13300000,2262690743.0,3640,Science & Technology,India,IN,10900.0,174700.0,131000.0,2100000.0,28.1,5.36,1366417754.0,471031528.0,2011.0,1115500.0,92800.0
theRadBrad,13300000,6050102764.0,8195,Gaming,United States,US,3900.0,62800.0,47100.0,753300.0,88.2,14.7,328239523.0,270663028.0,2006.0,400200.0,33350.0
Matt Steffanina,13300000,3299216601.0,331,Entertainment,United States,US,482.0,7700.0,5800.0,92600.0,88.2,14.7,328239523.0,270663028.0,2007.0,49200.0,4091.0
Kurt Hugo Schneider,13300000,3733856870.0,698,Entertainment,United States,US,1100.0,16900.0,12700.0,203200.0,88.2,14.7,328239523.0,270663028.0,2007.0,107950.0,9000.0
Vogue,13300000,4177184071.0,3166,Entertainment,United States,US,11300.0,180400.0,135300.0,2200000.0,88.2,14.7,328239523.0,270663028.0,2008.0,1167650.0,95850.0
ýýýýýýýýýýýýýýýýýý,13300000,6482687220.0,608,People & Blogs,Russia,RU,22600.0,361000.0,270700.0,4300000.0,81.9,4.59,144373535.0,107683889.0,2015.0,2285350.0,191800.0
Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13300000,9088562002.0,2742,People & Blogs,United States,US,40500.0,647600.0,485700.0,7800000.0,88.2,14.7,328239523.0,270663028.0,2011.0,4142850.0,344050.0
VexTrex,13300000,7923901253.0,2411,Entertainment,Ukraine,UA,0.0,0.0,0.0,0.0,82.7,8.88,44385155.0,30835699.0,2014.0,0.0,0.0
penguinz0,13300000,7773543609.0,4613,Gaming,United States,US,47200.0,755800.0,566800.0,9100000.0,88.2,14.7,328239523.0,270663028.0,2007.0,4833400.0,401500.0
Just For Laughs Gags,13300000,7406628736.0,6916,Comedy,United States,US,4400.0,69900.0,52400.0,838500.0,88.2,14.7,328239523.0,270663028.0,2007.0,445450.0,37150.0
Kabita's Kitchen,13300000,2831275503.0,1489,Howto & Style,India,IN,10800.0,172500.0,129400.0,2100000.0,28.1,5.36,1366417754.0,471031528.0,2014.0,1114700.0,91650.0
BanderitaX,13300000,4129249415.0,1640,Gaming,Saudi Arabia,SA,17700.0,282800.0,212100.0,3400000.0,68.0,5.93,34268528.0,28807838.0,2013.0,1806050.0,150250.0
AzzyLand,13300000,6412313570.0,1749,Gaming,Canada,CA,1300.0,21500.0,16200.0,258600.0,68.9,5.56,36991981.0,30628482.0,2015.0,137400.0,11400.0
HUBAï¿½ï¿½,13200000,9884886099.0,538,Entertainment,United States,US,79900.0,1300000.0,958900.0,15300000.0,88.2,14.7,328239523.0,270663028.0,2021.0,8129450.0,689950.0
BIBO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13200000,1148422000.0,192,Entertainment,Russia,RU,2200.0,35100.0,26300.0,420900.0,81.9,4.59,144373535.0,107683889.0,2019.0,223600.0,18650.0
Brawl Stars,13200000,2036408398.0,172,Gaming,Finland,FI,5100.0,81500.0,61100.0,977700.0,88.2,6.59,5520314.0,4716888.0,2017.0,519400.0,43300.0
Sonotek Bhakti,13200000,3789736218.0,8019,Entertainment,India,IN,6300.0,101300.0,76000.0,1200000.0,28.1,5.36,1366417754.0,471031528.0,2010.0,638000.0,53800.0
Vilmei,13200000,4205664894.0,1324,People & Blogs,Indonesia,ID,66100.0,1100000.0,792900.0,12700000.0,36.3,4.69,270203917.0,151509724.0,2013.0,6746450.0,583050.0
MC Divertida,13200000,5224764969.0,413,Entertainment,Brazil,BR,16100.0,258100.0,193600.0,3100000.0,51.3,12.08,212559417.0,183241641.0,2018.0,1646800.0,137100.0
The Infographics Show,13200000,5263540904.0,4279,Education,United States,US,13000.0,207300.0,155500.0,2500000.0,88.2,14.7,328239523.0,270663028.0,2011.0,1327750.0,110150.0
jbalvinVEVO,13200000,20743586601.0,237,Music,Colombia,CO,21600.0,345100.0,258800.0,4100000.0,55.3,9.71,50339443.0,40827302.0,2010.0,2179400.0,183350.0
ýýýýýýTwinsFromRussia,13200000,9378175604.0,6888,People & Blogs,United States,US,29800.0,477600.0,358200.0,5700000.0,88.2,14.7,328239523.0,270663028.0,2011.0,3029100.0,253700.0
Technology Gyan,13200000,1138262456.0,1022,Science & Technology,India,IN,4600.0,74100.0,55600.0,888900.0,28.1,5.36,1366417754.0,471031528.0,2015.0,472250.0,39350.0
CookingShooking Hindi,13200000,1758603195.0,393,People & Blogs,India,IN,2900.0,46000.0,34500.0,551500.0,28.1,5.36,1366417754.0,471031528.0,2017.0,293000.0,24450.0
Ryan Trahan,13100000,2182651464.0,33,Entertainment,United States,US,0.06,0.99,0.74,12.0,88.2,14.7,328239523.0,270663028.0,2022.0,6.37,0.525
Alex Gonzaga Official,13100000,1401914513.0,287,People & Blogs,Philippines,PH,2700.0,43400.0,32500.0,520700.0,35.5,2.15,108116615.0,50975903.0,2017.0,276600.0,23050.0
WiederDude,13100000,2733682792.0,289,Gaming,United States,US,14200.0,227600.0,170700.0,2700000.0,88.2,14.7,328239523.0,270663028.0,2016.0,1435350.0,120900.0
Lokdhun Punjabi,13100000,4712624489.0,1262,Music,India,IN,8600.0,137800.0,103300.0,1700000.0,28.1,5.36,1366417754.0,471031528.0,2010.0,901650.0,73200.0
Painzeiro,13100000,2555801802.0,1077,People & Blogs,Brazil,BR,11000.0,176000.0,132000.0,2100000.0,51.3,12.08,212559417.0,183241641.0,2015.0,1116000.0,93500.0
